"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"8498","chr4",152187401,152191800,4400,"*","Intron (ENSMUST00000075363.9/70025, intron 1 of 8)",4,152186206,152271847,85642,1,"70025","ENSMUST00000030779.9",1195
"8499","chr4",152259001,152260400,1400,"*","Intron (ENSMUST00000075363.9/70025, intron 7 of 8)",4,152274232,152285337,11106,1,"100129","ENSMUST00000105650.7",-13832
"8500","chr4",152327601,152327800,200,"*","Promoter",4,152327557,152332474,4918,1,"19934","ENSMUST00000156445.1",44
"8501","chr4",152343801,152347000,3200,"*","Intron (ENSMUST00000030775.11/269610, intron 1 of 41)",4,152341595,152353626,12032,1,"269610","ENSMUST00000136134.1",2206
"8502","chr4",152361001,152362800,1800,"*","Exon (ENSMUST00000030775.11/269610, exon 9 of 42)",4,152372142,152390181,18040,1,"269610","ENSMUST00000124423.1",-9342
"8503","chr4",152412001,152412200,200,"*","5' UTR",4,152391739,152418407,26669,2,"16498","ENSMUST00000238252.1",6207
"8504","chr4",154393601,154396200,2600,"*","Intron (ENSMUST00000030902.12/70673, intron 3 of 16)",4,154346139,154348457,2319,2,"70673","ENSMUST00000131762.1",-45144
"8505","chr4",154422801,154427200,4400,"*","Intron (ENSMUST00000030902.12/70673, intron 3 of 16)",4,154346139,154348457,2319,2,"70673","ENSMUST00000131762.1",-74344
"8506","chr4",155084801,155085000,200,"*","Intron (ENSMUST00000149796.1/67830, intron 1 of 7)",4,155074110,155086371,12262,2,"67830","ENSMUST00000149796.1",1371
"8507","chr4",155115801,155117400,1600,"*","Intron (ENSMUST00000030915.10/76866, intron 10 of 13)",4,155110690,155128778,18089,1,"76866","ENSMUST00000129415.1",5111
"8508","chr4",155129001,155155800,26800,"*","3' UTR",4,155110690,155128778,18089,1,"76866","ENSMUST00000129415.1",18311
"8509","chr4",155169401,155177800,8400,"*","Intron (ENSMUST00000129314.1/20481, intron 1 of 6)",4,155154075,155188296,34222,2,"20481","ENSMUST00000129314.1",10496
"8510","chr4",155223601,155252000,28400,"*","Promoter",4,155249802,155256419,6618,1,"67513","ENSMUST00000126803.7",0
"8511","chr4",155283601,155283800,200,"*","Intron (ENSMUST00000103178.10/18762, intron 7 of 14)",4,155271133,155273042,1910,2,"18762","ENSMUST00000135699.1",-10559
"8512","chr4",155482001,155490600,8600,"*","Promoter",4,155491361,155559269,67909,1,"14688","ENSMUST00000165335.7",-761
"8513","chr4",155569801,155583400,13600,"*","Promoter",4,155582495,155591001,8507,1,"192185","ENSMUST00000105612.1",0
"8514","chr4",155600601,155600800,200,"*","Promoter",4,155601416,155623340,21925,1,"320541","ENSMUST00000105608.8",-616
"8515","chr4",155802801,155803200,400,"*","Promoter",4,155802878,155803642,765,1,"66448","ENSMUST00000184339.1",0
"8516","chr4",155835401,155837200,1800,"*","Distal Intergenic",4,155839680,155842130,2451,1,"74761","ENSMUST00000141883.7",-2480
"8517","chr4",155870801,155871400,600,"*","Intron (ENSMUST00000120794.7/71957, intron 1 of 16)",4,155869615,155886919,17305,1,"71957","ENSMUST00000156460.1",1186
"8518","chr4",155893401,155893600,200,"*","Intron (ENSMUST00000105584.9/140500, intron 1 of 23)",4,155892312,155907251,14940,1,"140500","ENSMUST00000137726.7",1089
"8519","chr4",155991601,155992400,800,"*","Promoter",4,155989466,155992649,3184,2,"117592","ENSMUST00000052185.4",249
"8520","chr4",156126601,156128600,2000,"*","3' UTR",4,156113896,156119536,5641,1,"230996","ENSMUST00000141882.1",12705
"8521","chr4",156202401,156202600,200,"*","Promoter",4,156203284,156206028,2745,1,"100382","ENSMUST00000238578.1",-684
"8522","chr4",156227401,156237800,10400,"*","Promoter",4,156230059,156230115,57,2,"102466236","ENSMUST00000184043.1",0
"8523","chr5",3147401,3156000,8600,"*","Distal Intergenic",5,3341485,3344453,2969,1,"12571","ENSMUST00000199156.1",-185485
"8524","chr5",3242801,3248600,5800,"*","Distal Intergenic",5,3341485,3344453,2969,1,"12571","ENSMUST00000199156.1",-92885
"8525","chr5",3295801,3323400,27600,"*","Distal Intergenic",5,3341485,3344453,2969,1,"12571","ENSMUST00000199156.1",-18085
"8526","chr5",3337601,3371600,34000,"*","Promoter",5,3341485,3344453,2969,1,"12571","ENSMUST00000199156.1",0
"8527","chr5",3434601,3434800,200,"*","Intron (ENSMUST00000165117.7/12571, intron 4 of 7)",5,3344312,3522225,177914,1,"12571","ENSMUST00000042410.4",90289
"8528","chr5",3472201,3473600,1400,"*","Exon (ENSMUST00000165117.7/12571, exon 5 of 8)",5,3543833,3570238,26406,1,"68152","ENSMUST00000197082.4",-70233
"8529","chr5",3491001,3515800,24800,"*","Exon (ENSMUST00000165117.7/12571, exon 6 of 8)",5,3543833,3570238,26406,1,"68152","ENSMUST00000197082.4",-28033
"8530","chr5",3539201,3541000,1800,"*","Distal Intergenic",5,3543833,3570238,26406,1,"68152","ENSMUST00000197082.4",-2833
"8531","chr5",3869601,3873400,3800,"*","Distal Intergenic",5,3890584,3893907,3324,2,"545725","ENSMUST00000117463.1",20507
"8532","chr5",3988801,3989400,600,"*","Exon (ENSMUST00000200591.1/ENSMUST00000200591.1, exon 1 of 1)",5,3975616,3976531,916,1,"100986","ENSMUST00000133952.1",13185
"8533","chr5",4022601,4022800,200,"*","Promoter",5,4023415,4032904,9490,1,"100986","ENSMUST00000238634.1",-615
"8534","chr5",4101601,4107200,5600,"*","Promoter",5,4081145,4104746,23602,2,"13121","ENSMUST00000001507.4",0
"8535","chr5",4208401,4208600,200,"*","Distal Intergenic",5,4192367,4197651,5285,1,"208595","ENSMUST00000177258.1",16034
"8536","chr5",4220001,4259000,39000,"*","Distal Intergenic",5,4192367,4197651,5285,1,"208595","ENSMUST00000177258.1",27634
"8537","chr5",4312801,4327000,14200,"*","Distal Intergenic",5,4192367,4197651,5285,1,"208595","ENSMUST00000177258.1",120434
"8538","chr5",4494801,4496800,2000,"*","Distal Intergenic",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",261235
"8539","chr5",4561601,4561800,200,"*","Distal Intergenic",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",196235
"8540","chr5",4578001,4578200,200,"*","Distal Intergenic",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",179835
"8541","chr5",4633001,4656000,23000,"*","Distal Intergenic",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",102035
"8542","chr5",4754601,4760400,5800,"*","Promoter",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",0
"8543","chr5",4820601,4836600,16000,"*","Exon (ENSMUST00000196665.1/ENSMUST00000196665.1, exon 1 of 1)",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",-62566
"8544","chr5",4890001,4895400,5400,"*","Exon (ENSMUST00000115451.7/18647, exon 12 of 14)",5,4753839,4758035,4197,2,"14362","ENSMUST00000054294.6",-131966
"8545","chr5",4910401,4910600,200,"*","Intron (ENSMUST00000115451.7/18647, intron 11 of 13)",5,4931690,5036516,104827,2,"18647","ENSMUST00000156660.1",125916
"8546","chr5",4955601,4964600,9000,"*","Intron (ENSMUST00000115451.7/18647, intron 9 of 13)",5,4931690,5036516,104827,2,"18647","ENSMUST00000156660.1",71916
"8547","chr5",4992001,4998600,6600,"*","Intron (ENSMUST00000115451.7/18647, intron 9 of 13)",5,4931690,5036516,104827,2,"18647","ENSMUST00000156660.1",37916
"8548","chr5",5029401,5029600,200,"*","Intron (ENSMUST00000115451.7/18647, intron 8 of 13)",5,4931690,5036516,104827,2,"18647","ENSMUST00000156660.1",6916
"8549","chr5",5055001,5059200,4200,"*","Intron (ENSMUST00000115451.7/18647, intron 7 of 13)",5,4931690,5036516,104827,2,"18647","ENSMUST00000156660.1",-18485
"8550","chr5",5159201,5220000,60800,"*","Promoter",5,5184560,5195355,10796,2,"18647","ENSMUST00000171119.1",0
"8551","chr5",5252001,5428200,176200,"*","Promoter",5,4803391,5266068,462678,2,"18647","ENSMUST00000115451.7",0
"8552","chr5",5480401,5481400,1000,"*","Distal Intergenic",5,5437827,5479143,41317,2,"381716","ENSMUST00000115447.1",-1258
"8553","chr5",5508401,5512600,4200,"*","5' UTR",5,5513222,5514449,1228,2,"64945","ENSMUST00000134157.1",1849
"8554","chr5",5559801,5562400,2600,"*","Promoter",5,5537454,5559538,22085,2,"207704","ENSMUST00000115441.8",-263
"8555","chr5",5683201,5710000,26800,"*","Promoter",5,5664829,5694578,29750,2,"74051","ENSMUST00000115426.8",0
"8556","chr5",8052801,8055800,3000,"*","Promoter",5,8056527,8069151,12625,1,"109552","ENSMUST00000148633.3",-727
"8557","chr5",9069801,9070600,800,"*","Distal Intergenic",5,9100668,9158080,57413,1,"652925","ENSMUST00000196029.4",-30068
"8558","chr5",12205401,12218600,13200,"*","Distal Intergenic",5,12383385,12588948,205564,1,"108151","ENSMUST00000030868.10",-164785
"8559","chr5",12573801,12582600,8800,"*","Promoter",5,12575794,12588752,12959,1,"108151","ENSMUST00000195923.1",0
"8560","chr5",12638001,12638800,800,"*","Distal Intergenic",5,12575794,12588752,12959,1,"108151","ENSMUST00000195923.1",62207
"8561","chr5",13353601,13439600,86000,"*","Promoter",5,13396784,13600988,204205,1,"20346","ENSMUST00000095012.9",0
"8562","chr5",13453001,13585000,132000,"*","Exon (ENSMUST00000195907.4/20346, exon 6 of 9)",5,13399577,13496401,96825,1,"20346","ENSMUST00000200073.1",53424
"8563","chr5",13627001,13628400,1400,"*","Distal Intergenic",5,13791619,13796820,5202,1,"71026","ENSMUST00000124677.1",-163219
"8564","chr5",13808201,13812200,4000,"*","Exon (ENSMUST00000166710.1/ENSMUST00000166710.1, exon 1 of 4)",5,13791619,13796820,5202,1,"71026","ENSMUST00000124677.1",16582
"8565","chr5",13882601,13893600,11000,"*","Distal Intergenic",5,13791619,13796820,5202,1,"71026","ENSMUST00000124677.1",90982
"8566","chr5",13925601,13926400,800,"*","Distal Intergenic",5,14025276,14254314,229039,1,"20349","ENSMUST00000130116.1",-98876
"8567","chr5",13969401,14036200,66800,"*","Promoter",5,14025276,14254314,229039,1,"20349","ENSMUST00000130116.1",0
"8568","chr5",14087201,14087600,400,"*","Intron (ENSMUST00000130116.1/20349, intron 1 of 15)",5,14025276,14256689,231414,1,"20349","ENSMUST00000073957.7",61925
"8569","chr5",14127201,14127400,200,"*","Intron (ENSMUST00000130116.1/20349, intron 1 of 15)",5,14025276,14256689,231414,1,"20349","ENSMUST00000073957.7",101925
"8570","chr5",14896201,14896800,600,"*","Distal Intergenic",5,14913397,14914853,1457,2,"381714","ENSMUST00000154544.1",18053
"8571","chr5",16416801,16417000,200,"*","Distal Intergenic",5,16361395,16362326,932,1,"12293","ENSMUST00000199236.1",55406
"8572","chr5",16469801,16470800,1000,"*","Distal Intergenic",5,16553495,16573434,19940,1,"15234","ENSMUST00000195957.4",-82695
"8573","chr5",16646401,16646800,400,"*","Distal Intergenic",5,16553928,16619010,65083,1,"15234","ENSMUST00000196645.1",92473
"8574","chr5",16762001,16798600,36600,"*","5' UTR",5,16553928,16619010,65083,1,"15234","ENSMUST00000196645.1",208073
"8575","chr5",16866801,16869000,2200,"*","Intron (ENSMUST00000211738.1/ENSMUST00000211738.1, intron 18 of 20)",5,16553928,16619010,65083,1,"15234","ENSMUST00000196645.1",312873
"8576","chr5",17270801,17276200,5400,"*","Distal Intergenic",5,17476098,17480936,4839,1,"70935","ENSMUST00000076099.3",-199898
"8577","chr5",17718401,17718600,200,"*","Intron (ENSMUST00000030568.13/20348, intron 15 of 17)",5,17694202,17730265,36064,1,"20348","ENSMUST00000115271.2",24199
"8578","chr5",18083201,18083400,200,"*","Distal Intergenic",5,17962549,18019834,57286,1,"242851","ENSMUST00000030561.8",120652
"8579","chr5",20005401,20008000,2600,"*","Intron (ENSMUST00000197354.4/50791, intron 2 of 21)",5,19907961,20195087,287127,1,"50791","ENSMUST00000200443.1",97440
"8580","chr5",20749201,20752600,3400,"*","Distal Intergenic",5,20759663,20774113,14451,2,"68770","ENSMUST00000153194.1",21513
"8581","chr5",20927001,20927200,200,"*","Intron (ENSMUST00000036489.9/242860, intron 2 of 7)",5,20920142,20945504,25363,2,"242860","ENSMUST00000197089.1",18304
"8582","chr5",21139801,21140000,200,"*","Distal Intergenic",5,21186255,21259766,73512,1,"212167","ENSMUST00000197522.4",-46255
"8583","chr5",21171601,21186000,14400,"*","Promoter",5,21186255,21259766,73512,1,"212167","ENSMUST00000197522.4",-255
"8584","chr5",21435201,21437200,2000,"*","Promoter",5,21434729,21480804,46076,1,"330050","ENSMUST00000146056.1",472
"8585","chr5",21479001,21548200,69200,"*","Promoter",5,21543559,21552349,8791,1,"74511","ENSMUST00000199277.1",0
"8586","chr5",21561601,21588200,26600,"*","3' UTR",5,21581181,21603658,22478,2,"320118","ENSMUST00000153598.1",15458
"8587","chr5",21606601,21606800,200,"*","Intron (ENSMUST00000051358.10/320118, intron 7 of 19)",5,21581181,21603658,22478,2,"320118","ENSMUST00000153598.1",-2943
"8588","chr5",21702201,21703600,1400,"*","Promoter",5,21662903,21701396,38494,2,"242864","ENSMUST00000060899.8",-805
"8589","chr5",21786001,21786200,200,"*","Promoter",5,21785283,21803787,18505,1,"19181","ENSMUST00000030769.5",718
"8590","chr5",22595201,22616000,20800,"*","Exon (ENSMUST00000121001.1/ENSMUST00000121001.1, exon 1 of 1)",5,22563957,22564252,296,1,"105247048","ENSMUST00000198791.1",31244
"8591","chr5",23168201,23168400,200,"*","Intron (ENSMUST00000197992.1/269629, intron 2 of 3)",5,23100552,23275588,175037,1,"269629","ENSMUST00000196406.1",67649
"8592","chr5",23385201,23427800,42600,"*","Exon (ENSMUST00000197377.1/ENSMUST00000197377.1, exon 1 of 2)",5,23431810,23433919,2110,2,"269630","ENSMUST00000101522.2",6119
"8593","chr5",23519401,23520000,600,"*","Intron (ENSMUST00000088392.8/20817, intron 10 of 14)",5,23498269,23500530,2262,1,"69188","ENSMUST00000194010.1",21132
"8594","chr5",23992201,23992600,400,"*","Intron (ENSMUST00000101513.8/84652, intron 2 of 10)",5,23964481,24000019,35539,2,"84652","ENSMUST00000115109.1",7419
"8595","chr5",24038201,24044000,5800,"*","Distal Intergenic",5,23960931,24030690,69760,2,"84652","ENSMUST00000030849.12",-7511
"8596","chr5",24057601,24058400,800,"*","Distal Intergenic",5,23960931,24030690,69760,2,"84652","ENSMUST00000030849.12",-26911
"8597","chr5",24110601,24110800,200,"*","Intron (ENSMUST00000030841.9/52323, intron 1 of 10)",5,24100648,24136003,35356,1,"52323","ENSMUST00000199530.1",9953
"8598","chr5",24263601,24266400,2800,"*","Distal Intergenic",5,24320083,24322254,2172,2,"16511","ENSMUST00000129246.1",55854
"8599","chr5",24320001,24321800,1800,"*","Promoter",5,24320083,24322254,2172,2,"16511","ENSMUST00000129246.1",454
"8600","chr5",24391601,24392000,400,"*","Promoter",5,24384181,24392143,7963,2,"213948","ENSMUST00000059401.6",143
"8601","chr5",24413201,24414000,800,"*","Promoter",5,24413392,24417834,4443,1,"171209","ENSMUST00000049346.9",0
"8602","chr5",24443401,24447200,3800,"*","Promoter",5,24445477,24446952,1476,2,"64295","ENSMUST00000238335.1",0
"8603","chr5",24474601,24474800,200,"*","Promoter",5,24474214,24483184,8971,1,"213990","ENSMUST00000199856.1",387
"8604","chr5",24683801,24684600,800,"*","Promoter",5,24685532,24710376,24845,1,"53312","ENSMUST00000197407.4",-932
"8605","chr5",24751201,24751600,400,"*","Promoter",5,24751003,24751324,322,2,"214301","ENSMUST00000123386.1",0
"8606","chr5",24819601,24821000,1400,"*","Exon (ENSMUST00000158850.1/ENSMUST00000158850.1, exon 1 of 1)",5,24803667,24813959,10293,2,"19744","ENSMUST00000146310.1",-5642
"8607","chr5",24843201,24844000,800,"*","Promoter",5,24802823,24842624,39802,2,"19744","ENSMUST00000030787.8",-577
"8608","chr5",25185201,25185400,200,"*","Intron (ENSMUST00000030778.8/67909, intron 1 of 8)",5,25181502,25220295,38794,1,"67909","ENSMUST00000114965.1",3699
"8609","chr5",25613801,25615000,1200,"*","Distal Intergenic",5,25692051,25693438,1388,2,"57434","ENSMUST00000114922.1",78438
"8610","chr5",28033001,28075000,42000,"*","Promoter",5,28071363,28078662,7300,1,"231070","ENSMUST00000059155.10",0
"8611","chr5",29378801,29387400,8600,"*","Promoter",5,29229814,29378390,148577,2,"56873","ENSMUST00000179191.5",-411
"8612","chr5",29706401,29710000,3600,"*","Exon (ENSMUST00000157525.1/ENSMUST00000157525.1, exon 1 of 1)",5,29735688,29786478,50791,1,"23950","ENSMUST00000008733.14",-25688
"8613","chr5",29841001,29847000,6000,"*","Distal Intergenic",5,29765190,29766687,1498,1,"23950","ENSMUST00000139126.1",75811
"8614","chr5",29860401,29866800,6400,"*","Distal Intergenic",5,29765190,29766687,1498,1,"23950","ENSMUST00000139126.1",95211
"8615","chr5",29889001,29893000,4000,"*","Exon (ENSMUST00000199286.1/ENSMUST00000199286.1, exon 1 of 2)",5,30013114,30019975,6862,1,"16193","ENSMUST00000026845.11",-120114
"8616","chr5",30205601,30206200,600,"*","Promoter",5,30193431,30205722,12292,2,"381628","ENSMUST00000088117.10",0
"8617","chr5",30234801,30245800,11000,"*","Exon (ENSMUST00000137940.1/ENSMUST00000137940.1, exon 1 of 1)",5,30232674,30268973,36300,1,"28042","ENSMUST00000132404.7",2127
"8618","chr5",30517601,30517800,200,"*","Intron (ENSMUST00000065486.2/73259, intron 3 of 6)",5,30485583,30545836,60254,2,"73259","ENSMUST00000065486.2",28036
"8619","chr5",30546601,30563000,16400,"*","Promoter",5,30485583,30545836,60254,2,"73259","ENSMUST00000065486.2",-765
"8620","chr5",30576601,30578400,1800,"*","Exon (ENSMUST00000199326.1/100502829, exon 4 of 4)",5,30588170,30625271,37102,1,"16527","ENSMUST00000066295.3",-9770
"8621","chr5",30589801,30596600,6800,"*","Intron (ENSMUST00000066295.3/16527, intron 1 of 1)",5,30573987,30588619,14633,2,"100502829","ENSMUST00000199326.1",-1182
"8622","chr5",30618201,30626600,8400,"*","Promoter",5,30621373,30622232,860,1,"16527","ENSMUST00000197428.1",0
"8623","chr5",30650801,30654400,3600,"*","5' UTR",5,30656096,30657802,1707,1,"74919","ENSMUST00000199052.1",-1696
"8624","chr5",30850001,30852000,2000,"*","Intron (ENSMUST00000031058.14/100732, intron 1 of 6)",5,30853799,30863358,9560,1,"100732","ENSMUST00000202501.1",-1799
"8625","chr5",30871001,30871600,600,"*","Promoter",5,30871773,30873594,1822,1,"68796","ENSMUST00000202774.3",-173
"8626","chr5",30901401,30915600,14200,"*","Promoter",5,30913402,30921277,7876,1,"100952","ENSMUST00000031055.7",0
"8627","chr5",30948601,30961600,13000,"*","Promoter",5,30950853,30959234,8382,2,"50907","ENSMUST00000201821.3",0
"8628","chr5",30999801,31001400,1600,"*","Distal Intergenic",5,30968662,30977018,8357,1,"69852","ENSMUST00000006818.3",31139
"8629","chr5",31086601,31088200,1600,"*","Promoter",5,31087399,31088356,958,2,"22784","ENSMUST00000201783.1",156
"8630","chr5",31200601,31201000,400,"*","Promoter",5,31199500,31200761,1262,2,"101023","ENSMUST00000201119.3",0
"8631","chr5",31221201,31221400,200,"*","Promoter",5,31202668,31220687,18020,2,"14208","ENSMUST00000031032.10",-514
"8632","chr5",31454201,31454800,600,"*","Exon (ENSMUST00000201859.1/ENSMUST00000201859.1, exon 1 of 1)",5,31453155,31466554,13400,1,"269639","ENSMUST00000201945.1",1046
"8633","chr5",31560201,31890800,330600,"*","Promoter",5,31569595,31571397,1803,2,"100740","ENSMUST00000201790.1",0
"8634","chr5",31901001,31957600,56600,"*","Exon (ENSMUST00000201352.3/107976, exon 7 of 12)",5,32045978,32084753,38776,1,"107976","ENSMUST00000202080.1",-88378
"8635","chr5",31977201,32016400,39200,"*","3' UTR",5,32045978,32084753,38776,1,"107976","ENSMUST00000202080.1",-29578
"8636","chr5",32031201,32059600,28400,"*","Promoter",5,32045978,32084753,38776,1,"107976","ENSMUST00000202080.1",0
"8637","chr5",32071801,32072000,200,"*","Intron (ENSMUST00000201352.3/107976, intron 11 of 11)",5,32079697,32084746,5050,1,"107976","ENSMUST00000202087.1",-7697
"8638","chr5",32090001,32090600,600,"*","Distal Intergenic",5,32079697,32084746,5050,1,"107976","ENSMUST00000202087.1",10304
"8639","chr5",32127401,32147200,19800,"*","Promoter",5,32135801,32157842,22042,1,"14284","ENSMUST00000031017.10",0
"8640","chr5",32173801,32212400,38600,"*","Exon (ENSMUST00000178449.1/ENSMUST00000178449.1, exon 1 of 1)",5,32232708,32330286,97579,1,"665270","ENSMUST00000202886.3",-20308
"8641","chr5",32313401,32315800,2400,"*","Exon (ENSMUST00000202886.3/665270, exon 24 of 39)",5,32353569,32366520,12952,1,"665270","ENSMUST00000202453.3",-37769
"8642","chr5",32406201,32418200,12000,"*","Distal Intergenic",5,32458843,32495523,36681,1,"19046","ENSMUST00000015100.14",-40643
"8643","chr5",32862401,32862600,200,"*","Distal Intergenic",5,32863701,32887048,23348,1,"277854","ENSMUST00000149350.7",-1101
"8644","chr5",33120801,33122000,1200,"*","Intron (ENSMUST00000011178.4/20537, intron 2 of 14)",5,33104219,33162870,58652,1,"20537","ENSMUST00000011178.4",16582
"8645","chr5",33204801,33245400,40600,"*","Promoter",5,33198184,33215949,17766,2,"100689","ENSMUST00000200884.1",0
"8646","chr5",33627801,33628000,200,"*","Promoter",5,33600356,33628912,28557,2,"74504","ENSMUST00000065162.10",912
"8647","chr5",33818001,33819000,1000,"*","Distal Intergenic",5,33820725,33897966,77242,1,"107823","ENSMUST00000075812.10",-1725
"8648","chr5",34294001,34296800,2800,"*","Intron (ENSMUST00000207754.1/100862066, intron 1 of 15)",5,34288600,34327327,38728,1,"100862066","ENSMUST00000207754.1",5401
"8649","chr5",34326801,34327200,400,"*","Exon (ENSMUST00000207754.1/100862066, exon 15 of 16)",5,34336289,34353439,17151,1,"19822","ENSMUST00000182709.7",-9089
"8650","chr5",34526601,34538000,11400,"*","Promoter",5,34525846,34563641,37796,1,"24055","ENSMUST00000067638.13",755
"8651","chr5",34662801,34663000,200,"*","Intron (ENSMUST00000074651.10/14772, intron 1 of 5)",5,34660975,34674715,13741,1,"14772","ENSMUST00000148588.1",1826
"8652","chr5",35670401,35674000,3600,"*","Promoter",5,35668193,35671552,3360,2,"78558","ENSMUST00000129459.1",0
"8653","chr5",35718401,35722200,3800,"*","Promoter",5,35697180,35721603,24424,2,"231147","ENSMUST00000127825.7",0
"8654","chr5",35892001,35961600,69600,"*","Promoter",5,35893319,36003923,110605,1,"70292","ENSMUST00000064571.10",0
"8655","chr5",35972201,35974800,2600,"*","Exon (ENSMUST00000064571.10/70292, exon 10 of 17)",5,35984188,35989668,5481,1,"70292","ENSMUST00000212374.1",-9388
"8656","chr5",36040401,36043800,3400,"*","Exon (ENSMUST00000037370.13/81840, exon 13 of 27)",5,35984188,35989668,5481,1,"70292","ENSMUST00000212374.1",56213
"8657","chr5",36067601,36090400,22800,"*","Exon (ENSMUST00000037370.13/81840, exon 4 of 27)",5,35984188,35989668,5481,1,"70292","ENSMUST00000212374.1",83413
"8658","chr5",36101001,36101200,200,"*","Intron (ENSMUST00000037370.13/81840, intron 3 of 26)",5,36204021,36206568,2548,1,"76943","ENSMUST00000052224.5",-102821
"8659","chr5",36133401,36135000,1600,"*","Intron (ENSMUST00000037370.13/81840, intron 3 of 26)",5,36204021,36206568,2548,1,"76943","ENSMUST00000052224.5",-69021
"8660","chr5",36225201,36227200,2000,"*","Intron (ENSMUST00000037370.13/81840, intron 2 of 26)",5,36204021,36206568,2548,1,"76943","ENSMUST00000052224.5",21180
"8661","chr5",36356401,36386600,30200,"*","Promoter",5,36151233,36365918,214686,2,"81840","ENSMUST00000141508.1",0
"8662","chr5",36462001,36462400,400,"*","Intron (ENSMUST00000149687.1/76710, intron 1 of 2)",5,36455768,36464811,9044,2,"76710","ENSMUST00000044964.5",2411
"8663","chr5",36620401,36622200,1800,"*","Promoter",5,36615956,36621255,5300,2,"320661","ENSMUST00000150088.4",0
"8664","chr5",36692801,36729000,36200,"*","Promoter",5,36600485,36695937,95453,2,"320661","ENSMUST00000031091.12",0
"8665","chr5",37875001,37875800,800,"*","Distal Intergenic",5,37893772,37897917,4146,1,"102637176","ENSMUST00000200831.1",-17972
"8666","chr5",38259401,38259600,200,"*","Promoter",5,38260185,38269634,9450,1,"66309","ENSMUST00000087511.9",-585
"8667","chr5",38285001,38286800,1800,"*","Promoter",5,38286023,38303377,17355,1,"21906","ENSMUST00000187863.1",0
"8668","chr5",38299401,38304200,4800,"*","3' UTR",5,38286023,38303377,17355,1,"21906","ENSMUST00000187863.1",13378
"8669","chr5",38552801,38559800,7000,"*","Exon (ENSMUST00000202199.1/ENSMUST00000202199.1, exon 1 of 1)",5,38540186,38561550,21365,2,"22388","ENSMUST00000201150.3",1750
"8670","chr5",38683601,38684000,400,"*","Promoter",5,38668486,38684750,16265,2,"100515","ENSMUST00000057258.10",750
"8671","chr5",38854601,38862000,7400,"*","Intron (ENSMUST00000169819.4/27278, intron 2 of 18)",5,38706462,38876812,170351,2,"27278","ENSMUST00000169819.4",14812
"8672","chr5",39144001,39146800,2800,"*","Distal Intergenic",5,38706462,38876812,170351,2,"27278","ENSMUST00000171633.4",-267189
"8673","chr5",39761201,39761400,200,"*","Distal Intergenic",5,39613935,39755475,141541,2,"15476","ENSMUST00000117944.1",-5726
"8674","chr5",41336601,41342600,6000,"*","Exon (ENSMUST00000201337.1/ENSMUST00000201337.1, exon 1 of 1)",5,41625733,41627502,1770,2,"100972","ENSMUST00000200702.1",284902
"8675","chr5",41767601,41768000,400,"*","Distal Intergenic",5,41761483,41764501,3019,2,"12020","ENSMUST00000060820.7",-3100
"8676","chr5",41846201,41858800,12600,"*","Exon (ENSMUST00000201122.1/ENSMUST00000201122.1, exon 1 of 1)",5,41787538,41844315,56778,2,"665775","ENSMUST00000202908.1",-1886
"8677","chr5",42154401,42157200,2800,"*","Intron (ENSMUST00000087332.4/433882, intron 1 of 2)",5,42067960,42216798,148839,1,"433882","ENSMUST00000087332.4",86441
"8678","chr5",43353401,43356200,2800,"*","Exon (ENSMUST00000197178.1/ENSMUST00000197178.1, exon 1 of 2)",5,43237315,43246459,9145,1,"231207","ENSMUST00000127599.2",116086
"8679","chr5",43661201,43661800,600,"*","Promoter",5,43662346,43740972,78627,1,"231214","ENSMUST00000048150.14",-546
"8680","chr5",43673001,43674400,1400,"*","Promoter",5,43672289,43739317,67029,1,"231214","ENSMUST00000125866.3",712
"8681","chr5",43691601,43696000,4400,"*","Promoter",5,43696582,43717017,20436,1,"231214","ENSMUST00000127355.1",-582
"8682","chr5",43780001,43803000,23000,"*","Promoter",5,43744615,43782143,37529,2,"242960","ENSMUST00000119523.7",0
"8683","chr5",43814601,43816600,2000,"*","Intron (ENSMUST00000114047.9/242960, intron 1 of 10)",5,43818885,43826270,7386,1,"12182","ENSMUST00000126976.5",-2285
"8684","chr5",43895001,43895200,200,"*","Intron (ENSMUST00000030964.5/12494, intron 1 of 7)",5,43868553,43912375,43823,1,"12494","ENSMUST00000030964.5",26448
"8685","chr5",43947201,43955000,7800,"*","Exon (ENSMUST00000200632.1/ENSMUST00000200632.1, exon 1 of 1)",5,43978860,43981764,2905,2,"14181","ENSMUST00000061299.8",26764
"8686","chr5",44353601,44354200,600,"*","Distal Intergenic",5,44217829,44226626,8798,2,"231225","ENSMUST00000196151.1",-126975
"8687","chr5",44917801,44924000,6200,"*","Distal Intergenic",5,44966200,44978805,12606,1,"75783","ENSMUST00000199309.4",-42200
